version,category,feature_name,funded_by,funded_by_link,developed_by,developed_by_link,md_file
3.18,Browser,Allow browsing ArcGIS REST by content groups,SRK Consulting,http://www.srk.com,Nyall Dawson,https://api.github.com/users/nyalldawson,index.md
3.18,Data Providers,Native DXF export algorithm,Not specified,,Alexander Bruy,https://api.github.com/users/alexbruy,index.md
3.18,Data Providers,Additional geometry types for PostGIS Export,Not specified,,mazano,https://api.github.com/users/NyakudyaA,index.md
3.18,Data Providers,Improved network requests with GDAL,Not specified,,Even Rouault,https://api.github.com/users/rouault,index.md
3.18,Data Providers,Read only generated fields,Not specified,,Julien Cabieces,https://api.github.com/users/troopa81,index.md
3.18,Data Providers,Improve MSSQL loading with predefined parameters,ms.GIS,http://msgis.com/,Lutra Consulting (Vincent Cloarec),https://www.lutraconsulting.co.uk/,index.md
3.18,Data Providers,Filter schemas for MS SQL,ms.GIS,http://msgis.com/,Lutra Consulting (Vincent Cloarec),https://www.lutraconsulting.co.uk/,index.md
3.18,Data Providers,SAP HANA database support,Not specified,,Maxim Rylov,https://api.github.com/users/mrylov,index.md
3.18,Data Providers,Deprecate support for DB2,Not specified,,Nyall Dawson,https://api.github.com/users/nyalldawson,index.md
3.18,Data Providers,Oracle connection API,Metropole de Lille,,Julien Cabieces,https://api.github.com/users/troopa81,index.md
3.18,Data Providers,Add advanced options for raster data imports,Not specified,,Mathieu Pellerin,,index.md
3.18,QGIS Server,GetLegendGraphics Symbol Scale,Not specified,,Alessandro Pasotti,https://api.github.com/users/elpaso,index.md
3.18,QGIS Server,Drag and drop for WMS GetFeatureInfo response,Not specified,,mhugent,https://api.github.com/users/mhugent,index.md
3.18,Programmability,Run multiple items from command history dialog,Not specified,,Salvatore Larosa,https://api.github.com/users/slarosa,index.md
3.18,Programmability,Enable or disable plugins from the command line,Not specified,,Nyall Dawson,https://api.github.com/users/nyalldawson,index.md
3.18,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.18,Notable Fixes,Bug fixes by Peter Petrik,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Peter Petrik,https://www.lutraconsulting.co.uk/,index.md
3.18,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Even Rouault,http://www.spatialys.com/,index.md
3.18,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Julien Cabieces,https://oslandia.com/en/,index.md
3.18,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Nyall Dawson,https://north-road.com/,index.md
3.20,General,Additional options for opening attribute tables,Not specified,,Raymond Nijssen,https://github.com/raymondnijssen,index.md
3.20,General,Set size for all columns in attribute table,Not specified,,Ben Wirf,https://github.com/benwirf,index.md
3.20,General,Export/import of authentication configurations made easy,Ville d'Yverdon-les-Bains,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,General,QGIS 3.20 highlights (changelog),Not specified,,Not specified,,index.md
3.20,Temporal,Temporal navigation steps,Natural resources Canada Contract: 3000720707,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Temporal,Improved WMS-T settings,Natural resources Canada Contract: 3000720707,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Temporal,Horizontal mouse wheel temporal navigation,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Map Tools,Nominatim Geocoder Integration,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.20,User Interface,Processing history dialog improvements,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,User Interface,Map layer icons in the expression builder dialog,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,User Interface,SVG browser filtering,Not specified,,Denis Rouzaud,https://github.com/3nids,index.md
3.20,Symbology,Interpolated line symbol layer type for vector layers,Lutra Consulting,https://www.lutraconsulting.co.uk/,Vincent Cloarec,https://github.com/vcloarec,index.md
3.20,Symbology,Trim the simple line symbol,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Symbology,"New ""Embedded styling"" renderer with OGR feature styles support",QGIS Denmark user-group,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Symbology,New shapes and cap styles for ellipse markers,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,Symbology,Set cap styles for simple markers,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Symbology,Allow pen cap style to be set for ellipse marker symbol layers,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.20,Symbology,Polygon rings @geometry_ring_num variable,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Fill symbols for label background shields,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.20,Labelling,Blending mode settings for label callouts,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.20,Labelling,Anchor line labels by entire line,Stadt Zürich,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Balloon callout corner radius,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Balloon (speech bubble) callouts,SLYR,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Curved line callout style,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Highlight pinned callout start or end points,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Auto-creation of callout auxiliary fields,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Callout snapping,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Toggle label layers shortcut,Natural resources Canada Contract: 3000720707,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Data defined callout start and end points,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Labelling,Allow callouts to be interactively moved using the Move Label tool,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Point Clouds,Support for remote datasets (EPT),Hobu,https://hobu.co/,Belgacem Nedjima (Lutra Consulting),https://www.lutraconsulting.co.uk/,index.md
3.20,Print Layouts,"""Convert to Static Text"" option",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Print Layouts,Improvement to XYZ layers previewed in map items,Kanton Zug - Amt für Raum und Verkehr (ARV),,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,Expressions,length3D Function,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Expressions,Extended array expression functions,Canton of Luzern,,Damiano Lombardi,https://github.com/domi4484,index.md
3.20,Expressions,MIME Type expression function,Not specified,,Alessandro Pasotti,https://github.com/elpaso,index.md
3.20,Digitising,Select attributes from the largest geometry when merging,Not specified,,Stefanos Natsis,https://github.com/uclaros,index.md
3.20,Digitising,Streaming digitizing mode,Natural resources Canada Contract: 3000720707,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Digitising,"New ""Line Endpoints"" snapping option",Natural resources Canada Contract: 3000720707,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Digitising,Select vertices by polygon,Not specified,,Stefanos Natsis,https://github.com/uclaros,index.md
3.20,Data Management,Layer tree warning icon for layers with CRS inaccuracies,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Basic support for dynamic CRS coordinate epoch,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Projection information improvements,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Datum ensemble CRS warnings,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Persist layer metadata in vector file exports,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Layer notes,Alta Ehf,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Automatically load .shp.xml metadata,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Automatically translate layer data from ESRI Filegeodatabases to QGIS layer metadata,North Road / SLYR,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Read field domains from datasets,North Road,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Management,Allow loading GPKG layers with GEOMETRY type,Not specified,,Marco Bernasocchi (OPENGIS.ch),https://www.opengis.ch,index.md
3.20,Data Management,Offline editing support for string list and number list field types,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,Forms and Widgets,Per-field usage of last values for newly created features,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Forms and Widgets,JSON View widget,Canton of Solothurn,https://so.ch/verwaltung/bau-und-justizdepartement/amt-fuer-geoinformation/geoportal/,Damiano Lombardi,http://damiano@opengis.ch,index.md
3.20,Layer Legend,"Vector ""label"" legend entries",Canton of Glarus,https://gl.ch/,mhugent,https://github.com/mhugent,index.md
3.20,Processing,Add option to save layer metadata to Package Layers algorithm,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Processing,Raster Layer Properties Algorithm,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Processing,Improved rasterize operation with 3D support,Not specified,,talledodiego,https://github.com/talledodiego,index.md
3.20,Processing,Save selected option for Package Layers Algorithm,Not specified,,Stefan Conrads,https://github.com/stefancon,index.md
3.20,Processing,Log levels for processing context,Natural resources Canada Contract: 3000720411,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Processing,Geometry snapper rework offers major speed boost,SwissTierras Colombia,https://www.swisstierrascolombia.com,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,Processing,Add a last_value function to the aggregate algorithm,Not specified,,Mathieu Pellerin,https://www.opengis.ch/,index.md
3.20,Application and Project Options,Add global option to disable monitoring of directories,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Application and Project Options,APIs for export and import of XML authentication configurations,Not specified,,Mathieu Pellerin,https://github.com/nirvn,index.md
3.20,Browser,Custom icon colors for folders in browser,Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Browser,OWS Group removed from the QGIS Browser,Not specified,,Loïc Bartoletti,https://github.com/lbartoletti,index.md
3.20,Data Providers,"Add support for integer, real and integer64 list data types in OGR",Not specified,,Nyall Dawson,https://github.com/nyalldawson,index.md
3.20,Data Providers,Extend vector layer read capabilities to other layer types,Ifremer,,rldhont,https://github.com/rldhont,index.md
3.20,QGIS Server,External layer opacity,Not specified,,mhugent,https://github.com/mhugent,index.md
3.20,QGIS Server,Configurable Service URL,Not specified,,Stéphane Brunner,https://github.com/sbrunner,index.md
3.20,Notable Fixes,Bug fixes by Even Rouault,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Even Rouault,https://www.spatialys.com/en/home/,index.md
3.20,Notable Fixes,Bug fixes by Alessandro Pasotti,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Alessandro Pasotti,https://www.qcooperative.net/,index.md
3.20,Notable Fixes,Bug fixes by Paul Blottiere,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Paul Blottiere,https://www.qcooperative.net/,index.md
3.20,Notable Fixes,Bug fixes by Denis Rouzaud,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Denis Rouzaud,https://www.opengis.ch/,index.md
3.20,Notable Fixes,Bug fixes by Loïc Bartoletti,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Loïc Bartoletti,https://www.oslandia.com/,index.md
3.20,Notable Fixes,Bug fixes by Julien Cabieces,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Julien Cabieces,https://www.oslandia.com/,index.md
3.20,Notable Fixes,Bug fixes by Peter Petrik,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Peter Petrik,https://www.lutraconsulting.co.uk/,index.md
3.20,Notable Fixes,Bug fixes by Nyall Dawson,QGIS.ORG (through donations and sustaining memberships),https://www.qgis.org/,Nyall Dawson,https://north-road.com/,index.md
